city_id,iran_m,iran_d,leba_m,leba_d,other_m,other_d,warn,hit,total_hit,dur
1085,23,0,0,0,0,0,73,19,23,101580
377,45,1,3,0,0,0,143,40,46,182035
1568,26,0,13,11,0,0,73,20,26,128723
509,77,1,3,0,0,0,143,63,78,186529
1500,32,0,2,14,0,0,69,22,32,122407
1625,21,0,5,11,0,0,69,15,21,121475
705,117,1,7,0,0,0,159,101,118,204687
2215,52,0,6,1,0,0,136,39,52,183417
2289,74,1,1,0,0,0,159,58,75,203457
1349,20,0,2,0,0,0,66,15,20,98562
158,38,0,3,0,0,0,66,27,38,101327
213,16,0,2,0,0,0,46,13,16,69303
755,130,4,11,0,0,0,158,111,134,211618
162,39,0,3,0,0,0,66,28,39,101327
280,13,0,2,0,0,0,64,8,13,87568
105,21,0,0,0,0,0,46,14,21,69305
1483,36,0,8,6,0,0,73,26,36,124502
2203,19,0,1,0,0,0,63,14,19,97774
1136,29,0,1,0,0,0,67,23,29,97843
1191,45,0,3,0,0,0,67,33,45,106297
1046,22,0,0,0,0,0,63,18,22,92700
1928,52,0,5,2,0,0,67,40,52,108085
1565,31,0,12,30,0,0,69,22,31,150589
1878,51,0,18,3,0,0,67,40,51,123520
561,94,1,4,0,0,0,158,82,95,195447
1003,23,0,2,0,0,0,64,17,23,97535
1834,124,3,5,0,0,0,158,104,127,199462
317,25,0,4,0,0,0,112,18,25,152470
1945,29,0,8,4,0,0,69,23,29,117182
837,104,4,10,0,0,0,135,89,108,190807
1276,54,0,1,0,0,0,73,42,54,108068
896,40,0,5,1,0,0,136,34,40,182403
1415,52,0,4,1,0,0,73,39,52,117124
406,42,1,3,0,0,0,143,36,43,182067
2251,38,1,4,0,0,0,135,34,39,170335
1351,53,0,18,5,0,0,67,41,53,126080
1066,26,0,2,0,0,0,63,19,26,96531
462,67,1,2,0,0,0,143,56,68,185815
1457,33,0,2,1,0,0,73,26,33,110118
815,114,3,9,0,0,0,135,97,117,185229
461,68,1,2,0,0,0,143,58,69,184763
1313,38,0,2,0,0,0,73,30,38,106057
329,38,1,0,0,0,0,126,30,39,165938
828,114,3,11,0,0,0,135,97,117,186991
988,26,0,1,0,0,0,135,18,26,172739
1161,22,0,0,0,0,0,66,18,22,93613
1150,35,0,5,1,0,0,64,25,35,99922
1224,23,0,1,0,0,0,73,19,23,104356
2191,24,0,0,0,0,0,73,20,24,101580
763,125,3,8,0,0,0,159,105,128,209114
362,29,1,4,0,0,0,112,24,30,150870
305,18,0,3,0,0,0,112,12,18,148850
278,32,0,0,0,0,0,143,23,32,182167
1183,50,0,4,1,0,0,73,38,50,110477
720,55,0,4,1,0,0,136,43,55,182352
225,20,0,2,0,0,0,66,15,20,93257
592,99,1,5,0,0,0,158,85,100,196145
553,83,1,4,0,0,0,158,71,84,197872
925,33,1,2,0,0,0,135,27,34,173292
1157,34,0,0,0,0,0,73,25,34,103211
214,22,0,2,0,0,0,66,17,22,93257
1245,52,0,1,0,0,0,73,40,52,108068
350,44,1,0,0,0,0,143,36,45,180745
1560,25,0,16,5,0,0,69,19,25,124849
251,11,0,2,0,0,0,46,8,11,64995
1459,40,0,5,11,0,0,73,26,40,130388
1195,30,0,1,0,0,0,73,23,30,106110
345,28,1,4,0,0,0,112,21,29,153348
1339,55,0,4,0,0,0,73,43,55,112650
902,45,1,4,0,0,0,135,39,46,173190
2327,67,1,4,0,0,0,136,52,68,183456
481,70,1,4,0,0,0,143,61,71,185173
1440,47,0,5,3,0,0,73,37,47,116483
211,30,0,3,0,0,0,73,22,30,102042
1109,24,0,1,0,0,0,67,20,24,98016
915,40,2,3,0,0,0,135,32,42,179974
1541,26,0,13,5,0,0,69,21,26,120283
1275,54,0,4,0,0,0,73,43,54,110993
2273,37,0,3,0,0,0,126,12,37,184542
1099,24,0,1,0,0,0,67,20,24,98016
1387,50,0,4,0,0,0,73,42,50,111162
2192,52,0,11,4,0,0,73,38,52,126780
1662,18,0,41,32,0,0,69,13,18,219707
1104,30,0,0,0,0,0,64,23,30,95059
252,13,0,2,0,0,0,46,8,13,68488
151,27,0,2,0,0,0,46,17,27,73848
1713,26,1,1,0,0,0,126,21,27,163531
1052,19,0,0,0,0,0,54,15,19,84372
293,31,0,1,0,0,0,143,24,31,178834
1838,131,3,7,0,0,0,158,110,134,201466
1103,33,0,2,0,0,0,64,24,33,97336
1403,41,0,1,0,0,0,73,33,41,106419
1603,24,0,38,29,0,0,69,14,24,164998
894,53,3,5,0,0,0,135,47,56,174060
1123,25,0,1,0,0,0,67,21,25,96089
587,111,1,5,0,0,0,158,92,112,199215
2218,31,0,3,0,0,0,136,27,31,174237
384,51,1,3,0,0,0,143,46,52,182035
1555,28,1,9,21,0,0,69,21,29,134432
2281,22,0,1,0,0,0,126,15,22,164032
1931,48,0,4,0,0,0,73,40,48,111541
1121,29,0,0,0,0,0,73,22,29,102385
1022,22,0,1,0,0,0,63,17,22,94927
234,13,0,2,0,0,0,46,10,13,69253
1055,19,0,0,0,0,0,54,15,19,83146
156,57,0,5,0,0,0,66,43,57,103136
532,77,1,4,0,0,0,143,67,78,185994
1932,21,0,4,0,0,0,112,16,21,149826
1135,25,0,0,0,0,0,54,20,25,82063
861,72,3,7,0,0,0,135,61,75,182624
394,38,1,3,0,0,0,143,34,39,182067
2229,46,0,13,9,0,0,73,32,46,136351
2302,80,1,3,0,0,0,159,62,81,205457
868,74,3,7,0,0,0,135,65,77,178390
275,20,0,1,0,0,0,126,13,20,164032
431,43,2,1,0,0,0,126,35,45,167884
2261,26,0,2,0,0,0,126,11,26,169562
264,26,0,0,0,0,0,143,16,26,183212
728,126,3,9,0,0,0,159,107,129,207494
1526,32,0,11,3,0,0,73,25,32,117441
271,17,0,2,0,0,0,126,10,17,162550
2204,44,0,4,0,0,0,73,35,44,105955
1846,113,0,6,0,0,0,159,97,113,203024
1716,35,1,1,0,0,0,64,14,36,113979
568,98,1,4,0,0,0,158,84,99,195447
2200,121,4,11,0,0,0,158,105,125,211255
1330,41,0,2,1,0,0,73,32,41,107334
1548,27,0,12,6,0,0,69,22,27,120547
976,22,0,1,0,0,0,64,15,22,103327
549,63,2,1,0,0,0,126,47,65,172311
1158,36,0,0,0,0,0,73,27,36,103211
557,96,3,4,0,0,0,143,77,99,188034
834,100,3,7,0,0,0,158,87,103,201847
1337,56,0,21,3,0,0,67,43,56,128757
1556,32,0,10,14,0,0,69,24,32,132275
179,45,0,5,0,0,0,66,33,45,103102
1239,23,0,1,0,0,0,73,19,23,104356
1236,36,0,1,0,0,0,73,26,36,106110
502,70,1,4,0,0,0,143,61,71,185173
257,21,0,1,0,0,0,126,11,21,167233
1131,30,0,3,0,0,0,64,23,30,95166
354,48,1,1,0,0,0,143,40,49,180676
1520,34,0,10,18,0,0,69,23,34,133805
745,131,4,12,0,0,0,158,113,135,212404
1006,20,0,1,0,0,0,63,15,20,95931
246,20,0,1,0,0,0,126,9,20,166081
442,64,1,2,0,0,0,143,55,65,184763
1258,47,0,3,0,0,0,67,37,47,104431
1163,39,0,1,0,0,0,73,29,39,105854
2216,31,0,6,1,0,0,136,27,31,181238
1140,28,0,0,0,0,0,73,23,28,101457
1542,26,0,18,5,0,0,69,21,26,125224
1466,33,0,2,4,0,0,73,27,33,109825
438,58,1,3,0,0,0,143,51,59,184836
120,23,0,1,0,0,0,46,15,23,72439
1112,29,0,0,0,0,0,73,22,29,102385
1423,46,0,14,10,0,0,73,33,46,137017
1115,35,0,3,0,0,0,64,26,35,98021
50,4,0,0,0,0,0,73,4,4,88531
432,53,1,4,0,0,0,143,44,54,184799
1282,55,0,5,0,0,0,73,44,55,112790
408,56,1,3,0,0,0,143,48,57,184711
913,42,1,4,0,0,0,135,33,43,177011
886,54,3,5,0,0,0,135,47,57,176443
920,43,1,4,0,0,0,135,34,44,177011
722,130,3,10,0,0,0,158,112,133,205393
115,62,0,6,0,0,0,73,51,62,109691
103,68,0,7,0,0,0,73,53,68,110310
2298,67,1,4,0,0,0,136,53,68,183026
2209,28,3,11,34,0,0,69,25,31,147725
505,78,1,3,0,0,0,143,68,79,183958
1512,32,0,6,6,0,0,69,23,32,121598
1147,28,0,0,0,0,0,73,23,28,101457
411,57,1,2,0,0,0,143,48,58,184024
956,24,1,1,0,0,0,135,22,25,166581
464,68,1,2,0,0,0,143,56,69,185243
1866,131,3,6,0,0,0,158,111,134,200490
1761,97,3,4,0,0,0,143,78,100,188034
1431,36,0,3,1,0,0,73,29,36,109389
478,53,2,1,0,0,0,126,40,55,171337
1501,32,0,9,14,0,0,73,20,32,132950
1285,53,0,2,0,0,0,73,45,53,108298
1265,42,0,1,0,0,0,73,34,42,105305
1355,55,0,2,1,0,0,73,43,55,110485
816,117,3,9,0,0,0,135,99,120,185632
843,104,3,10,0,0,0,135,89,107,186221
298,31,0,1,0,0,0,143,23,31,180811
1722,30,0,6,5,0,0,69,25,30,114200
1547,27,0,11,8,0,0,69,22,27,125707
1499,32,1,23,26,0,0,69,23,33,155941
341,32,1,1,0,0,0,126,24,33,165545
1174,42,0,0,0,0,0,73,30,42,105169
1378,52,0,5,1,0,0,73,43,52,115604
468,57,1,4,0,0,0,143,48,58,184799
1360,56,0,5,0,0,0,73,43,56,116553
233,17,2,3,1,0,0,73,11,19,101780
916,37,1,2,0,0,0,135,29,38,173292
1292,49,0,7,0,0,0,67,40,49,111366
1668,21,0,5,9,0,0,66,17,21,107935
106,62,0,6,0,0,0,66,47,62,105638
310,34,1,1,0,0,0,143,28,35,177956
203,43,0,3,0,0,0,66,33,43,99358
429,54,1,1,0,0,0,77,43,55,108444
1270,51,0,7,1,0,0,67,39,51,112225
2210,62,1,0,1,0,0,136,49,63,179861
932,30,1,2,0,0,0,135,27,31,169685
2231,37,1,1,0,0,0,126,29,38,165545
904,59,1,5,0,0,0,135,46,60,179898
427,59,1,1,0,0,0,143,50,60,183477
124,58,0,6,0,0,0,66,44,58,104529
1494,33,0,11,7,0,0,73,24,33,126306
1721,122,3,8,0,0,0,135,99,125,186657
900,41,1,4,0,0,0,135,33,42,175457
322,36,1,2,0,0,0,143,29,37,182097
1146,30,0,0,0,0,0,73,25,30,101457
985,19,0,2,0,0,0,64,14,19,101575
1364,17,0,1,1,0,0,66,14,17,93073
871,76,3,6,0,0,0,135,62,79,182639
2006,36,0,4,2,0,0,73,28,36,111473
812,114,3,11,0,0,0,135,97,117,186925
413,57,1,1,0,0,0,143,47,58,183352
2249,92,3,8,0,0,0,135,73,95,185400
712,134,3,9,0,0,0,158,114,137,205638
2217,32,0,3,1,0,0,136,28,32,175946
455,58,1,4,0,0,0,143,49,59,184799
958,25,1,2,0,0,0,135,21,26,171246
1383,17,0,0,1,0,0,66,13,17,93115
302,26,0,1,0,0,0,126,20,26,162861
1818,123,3,5,0,0,0,158,101,126,201439
1922,61,1,2,0,0,0,77,47,62,111815
1850,129,3,5,0,0,0,158,110,132,199799
984,17,0,3,0,0,0,64,12,17,102361
301,33,0,0,0,0,0,143,26,33,177858
1132,33,0,3,0,0,0,64,24,33,95166
289,20,0,2,0,0,0,126,12,20,163863
2213,63,1,5,1,0,0,136,50,64,186056
1172,47,0,6,1,0,0,67,35,47,107884
884,54,1,4,0,0,0,135,45,55,175356
125,62,0,6,0,0,0,66,47,62,104970
133,22,0,1,0,0,0,46,15,22,71461
90,39,0,4,0,0,0,73,35,39,97867
527,74,2,2,0,0,0,77,54,76,123887
1730,47,0,3,0,0,0,67,35,47,104431
349,45,1,1,0,0,0,143,38,46,180676
962,23,1,1,0,0,0,135,20,24,167915
971,24,0,1,0,0,0,64,16,24,104255
1815,88,1,5,0,0,0,159,74,89,201440
2202,29,0,0,0,0,0,73,22,29,103211
2225,51,1,1,0,0,0,64,22,52,123096
292,26,0,1,0,0,0,143,19,26,178834
1221,37,0,1,0,0,0,73,30,37,106110
876,62,3,5,0,0,0,135,55,65,175932
1421,41,0,1,0,0,0,73,34,41,104665
829,113,3,10,0,0,0,135,96,116,186336
1514,27,0,16,7,0,0,69,21,27,125847
1578,24,0,5,11,0,0,73,19,24,126614
2222,25,0,2,0,0,0,136,20,25,172936
711,135,3,8,0,0,0,158,114,138,205459
1154,28,0,0,0,0,0,73,23,28,101457
372,19,2,1,0,0,0,64,8,21,98531
951,29,1,2,0,0,0,135,24,30,172800
566,104,3,5,0,0,0,143,85,107,190850
380,50,1,1,0,0,0,143,41,51,183352
1540,29,0,14,14,0,0,69,21,29,134503
1793,120,1,4,0,0,0,158,99,121,200200
1269,45,0,2,0,0,0,67,35,45,102827
1278,48,0,1,0,0,0,73,37,48,105305
1098,20,0,0,0,0,0,54,15,20,82186
772,127,3,9,0,0,0,158,109,130,205352
1341,43,0,1,0,0,0,73,33,43,105305
1533,29,0,8,10,0,0,69,22,29,124674
1874,31,0,1,1,0,0,73,27,31,93842
1331,20,0,2,0,0,0,66,15,20,98562
1090,28,0,0,0,0,0,73,22,28,103507
28,1,0,0,1,0,0,12,1,1,18739
1724,75,1,5,0,0,0,159,63,76,203731
1657,16,0,55,30,0,0,69,11,16,181286
209,19,0,3,0,0,0,46,13,19,71261
1056,25,0,2,0,0,0,64,20,25,96531
1475,37,0,5,4,0,0,73,30,37,113196
936,30,1,2,0,0,0,135,25,31,173292
2221,58,0,6,0,0,0,136,44,58,183721
2293,120,0,6,0,0,0,159,101,120,204102
1048,22,0,0,0,0,0,63,18,22,92700
1159,31,0,0,0,0,0,73,25,31,103211
490,72,1,3,0,0,0,143,60,73,186529
788,119,3,8,0,0,0,159,101,122,209114
1385,52,0,5,1,0,0,73,43,52,115604
1814,102,0,6,0,0,0,158,86,102,198815
2005,38,0,5,1,0,0,73,31,38,110354
2223,49,1,1,0,0,0,64,21,50,121959
895,53,3,5,0,0,0,135,47,56,174060
977,21,0,1,0,0,0,64,15,21,102305
992,18,0,1,0,0,0,64,13,18,99328
1489,31,0,3,11,0,0,75,19,31,132024
1272,54,0,5,2,0,0,67,42,54,111063
1110,26,0,2,0,0,0,67,21,26,100555
1522,32,0,5,8,0,0,69,24,32,120488
781,124,3,9,0,0,0,158,106,127,205352
12,5,0,0,1,0,0,13,5,5,19500
842,104,4,11,0,0,0,135,89,108,191923
1060,24,0,0,0,0,0,73,18,24,104467
500,72,1,4,0,0,0,143,62,73,185994
1312,43,0,1,0,0,0,73,33,43,105305
1455,41,0,3,3,0,0,73,32,41,111049
737,130,4,11,0,0,0,158,112,134,212047
1393,48,0,5,2,0,0,73,40,48,113435
83,28,0,2,0,0,0,57,25,28,79075
1043,20,0,2,0,0,0,63,16,20,94162
556,63,2,1,0,0,0,126,47,65,172395
334,34,1,2,0,0,0,143,29,35,180974
543,87,1,4,0,0,0,143,72,88,185994
126,63,0,5,0,0,0,73,50,63,109080
2309,51,1,1,0,0,0,126,40,52,168469
433,50,1,4,0,0,0,143,43,51,184799
734,134,3,9,0,0,0,158,115,137,205638
229,28,0,2,0,0,0,126,10,28,176455
1820,113,1,7,0,0,0,158,95,114,202564
973,20,1,2,0,0,0,135,17,21,168570
1865,133,3,6,0,0,0,158,114,136,200513
1375,17,0,1,2,0,0,66,14,17,93226
361,41,1,0,0,0,0,126,33,42,165400
1639,19,0,4,8,0,0,66,15,19,105382
1658,17,0,27,27,0,0,69,12,17,196390
961,22,1,2,0,0,0,135,19,23,168570
719,131,3,8,0,0,0,158,112,134,204289
402,51,1,1,0,0,0,126,40,52,168469
1949,76,1,3,0,0,0,77,57,77,121895
879,59,3,5,0,0,0,135,52,62,176443
1837,65,1,0,1,0,0,136,51,66,178698
1384,51,0,5,1,0,0,73,41,51,115604
1525,34,0,11,4,0,0,73,26,34,118512
1118,28,0,0,0,0,0,73,21,28,102385
1404,51,0,19,6,0,0,73,37,51,137469
199,45,0,4,0,0,0,73,35,45,105722
1156,26,0,1,0,0,0,73,21,26,104356
1513,28,0,14,8,0,0,69,20,28,128365
391,58,2,2,0,0,0,77,46,60,113278
2017,119,0,7,0,0,0,158,100,119,201584
853,41,0,7,2,0,0,136,34,41,185700
58,11,0,0,0,0,0,57,11,11,70699
953,26,1,2,0,0,0,135,22,27,171246
1552,26,0,9,9,0,0,73,22,26,122490
1748,56,0,6,0,0,0,66,43,56,103547
318,34,0,3,0,0,0,143,27,34,183163
1226,21,0,1,0,0,0,66,15,21,97205
1511,31,0,6,10,0,0,73,19,31,126142
35,0,0,0,2,0,0,12,0,0,18848
400,52,1,1,0,0,0,143,44,53,183277
726,134,3,9,0,0,0,158,115,137,205638
370,48,1,1,0,0,0,143,40,49,180676
1143,31,0,1,0,0,0,67,25,31,98648
1015,21,0,1,0,0,0,63,15,21,94927
1775,7,0,1,0,0,0,73,7,7,89142
23,2,0,0,1,0,0,12,2,2,18739
986,19,0,2,0,0,0,63,14,19,99090
356,43,1,1,0,0,0,126,33,44,168806
1120,29,0,0,0,0,0,73,22,29,102385
1073,27,0,2,0,0,0,63,20,27,96531
9992,1,0,0,0,0,0,0,0,1,969
